category,comment,rating,date
Mobile Phone,may sira yung item,1,10/16/2021
Mobile Phone,"Medyo matagal dumating pero sulit ang paghihintay. Ang ganda talaga ng model na ito, sana magtagal. Safe and sound naman ang delivery and no issues with the product. 💖",5,11/5/2021
Mobile Phone,Sobrang gandaaa at well package nakabalot na madaming bubble wrap and may fragile na warning. Mabilis din dumating at complete items. Mabilis din 5g signal. Legit and original,5,11/2/2021
Mobile Phone,"It took 4days bago dumating, but acceptable . Maganda ang phone. Malinaw ang camera, matagal ang battery and smooth ang display. .",5,11/2/2021
Mobile Phone,Item received in good condition...... Well-packaged and working fine.......... ,5,11/2/2021
Mobile Phone,No dents or anything. Di bato laman. No issues for the past 4 days. Havent really felt the difference of 90hz display but no lags so far. 5g is working but i think my smart 5g sim has this issue where it constantly says sign in to network. ,5,10/31/2021
Mobile Phone," So far, phone works fine. Will update if there'd be any changes in the performance. Mabilis din shipping and well packaged. Thanks!",5,11/2/2021
Mobile Phone,"After nung maopen cya. Legit na nman. All are sealed, and the device is working. Very happy and satisfied. Legit seller.",5,10/31/2021
Mobile Phone,may sira yung item,1,11/2/2021
Mobile Phone,"Sa murang halaga, hindi ako makapaniwala noong una, kaya binili ko ito sa mentalidad na subukan ito. Bilang resulta, ang produkto ay lehitimo at tunay, at pakiramdam ko ay masuwerte ako. Magandang seller, salamat",5,11/5/2021
Mobile Phone,"Fast delivery and complete item, maayos ang packaging and functioning. Sinubukan muna bago nag rate. Thanks shopee and seller.",5,11/1/2021
Mobile Phone,Ganda thank you seller at sa rider ganda  Talaga tama lang ang pagdating d masyadong  Matagal worth it naman thank you thank you Thank you,5,10/31/2021
Mobile Phone,"Fast delivery and complete item, maayos ang packaging and functioning. Sinubukan muna bago nag rate. Thanks shopee and seller.",5,10/31/2021
Mobile Phone,"Received the items complete set, sealed and well-packed. Thank you Seller and to the Courier.",5,10/31/2021
Mobile Phone,Salamat shopee!!! Super sulit napaka solid talaga ng realme! Ganda ng camera at super smooth gamitin,5,10/31/2021
Mobile Phone,"Got these during the flash deal last friday. My niece and nephew got them today, tuesday. Both phones are working fine so far. I was really worried how I would send the phones to my niece and nephew since they're in the province. ",5,10/31/2021
Mobile Phone,So far so good👍Worth every penny i just hope it last long🙏It would have been nice if i also got a CB on top of the capped voucher but i know that's too much to ask😅I'm just happy it came in a great condition and working properly👍,5,10/31/2021
Mobile Phone,No dents or anything. Di bato laman. No issues for the past 4 days. Havent really felt the difference of 90hz display but no lags so far. . Full charge in around 2 hrs from 5%,5,11/1/2021
Mobile Phone,"After 5 days, nareceive ko yung phone. Medyo kinakabahan baka bato laman haha. Mabilis yung phone, mabilis magcharge, matagal malowbat, smooth sa games. Overall 5 star talaga. Thank you",5,11/2/2021
Mobile Phone,Napakahusay at lubos na inirerekomenda. Legitimate authentic product po ito. Sobrang mura po talaga ng price. Thank you seller. Darating po ulit,5,10/31/2021
Mobile Phone,Good quality and safe packaging before delivery.,5,11/3/2021
Mobile Phone,"SUPER LEGIT, ANG GANDA AND SMOOTH. PARA SAKIN SOBRANG RECOMMENDED TO HINDI LANG SHOP, PATI NADIN YUNG KUYANG RIDER SOBRANG MA ENTERTAIN THANKYOU PO:O",5,11/5/2021
Mobile Phone,Real me it real...  My daughter likes it 👏👏. Item shipped immediately.. it's legitimate and original...  ,5,11/2/2021
Mobile Phone,It is the original authentic product. Thank you the seller for letting me buy it at such a cheap price. It is much cheaper than the official website store. Thank you very much.,5,11/2/2021
Mobile Phone,"1star lng,,kac ma fake yong realme8 phone na dumating.. 2 pa naman inorder ko cp ....yon lng pala anpangit laki ng 512 GB ,,,, 2 apps lng na download ..phone storage na agad..  .excited pa naman kami ....sayangsayang lang pera,,,paki ayos lng sa store nyo,para sa next na mag order po sa inyo ...,,,",1,11/11/2021
Mobile Phone,"Well maganda po siya and Excellent quality, wlang damage and nagustohan po ng taong binigyan ko. Sa delivery nman po matagal po siya pero worth it dn naman. Grabe yung discount na binigay sakin Kaya,",5,11/3/2021
Mobile Phone,Super thank you po worth it yung item safe na safe.. thank you Legit na legit ,5,11/5/2021
Mobile Phone,may sira yung item,1,11/6/2021
Mobile Phone,"Recieved item now lang po. Im very much  disappointed po kz ang  order  ay realme c21,pero ung dumating ibang brand ng cp.. bakit ganun ka seller,ganda ng nakadisplay tapos iba idedeliver mo. Hindi legit ang store na to,nakakadismaya ka seller. Dapat di ka na nagtitinda.",1,11/2/2021
Mobile Phone,"Very top cell, exceeded my expectations, came well packaged and who as I did not know, the ""add"" is a film protective glass, top, the cell made automatically transition antique phone for it fast, Lowered all apps already had and TBM already passwords WiFi other phone, the camera has a good quality,",5,10/19/2021
Mobile Phone,Sherto to my friend to divide him and wash Rayo give you a useful sentence Shipping is fast and our country is young,5,10/19/2021
Mobile Phone,"Excellent product for the price paid. -It has NFC technology for data exchange. -Supports use of USB OTG (excellent tool for storing information outside the Cell) -You can send print from the Cell -It has technology to use VoLTE in voice calls. . -The alarm turns your phone on if it's off, like Huaw",5,10/15/2021
Mobile Phone,"A good phone, its price is great compared to its features, I recommend it. Arrived in 6 days for the local office ....",5,10/19/2021
Mobile Phone,"It came complete. Although no plastic case arrived, it came with the tempered glass, all very well. All very well with the seller,   attention several times, it arrived fast With the seller all right. I 'd buy again.",5,10/19/2021
Mobile Phone,Good store. Very. A good and nice dealer responds to messages Very fast shipping A well-packaged product. Identical to the description. Thanks to the seller,5,10/19/2021
Mobile Phone,"Fast delivery, product conform to description, reliable seller, thank you very much",5,10/19/2021
Mobile Phone,Good product. Great seller thanks for the service. Shipping was fast. Testing.,5,10/19/2021
Mobile Phone,"Both the date was set and came on time. Everything works, there are no complaints. The kit does not include a bumper and does not stick the film on the screen. Thank you, everyone is happy!",5,10/15/2021
Mobile Phone,A beautiful and wonderful phone Sorted and somewhat late but I am satisfied I recommend,5,10/18/2021
Mobile Phone,"Corresponds to the description, good packing, fast delivery. Thank you seller. Recommend.",5,10/18/2021
Mobile Phone,"A trusted seller and a very fast shipping store, I recommend to buy in this store",5,10/18/2021
Mobile Phone,"very fast, the phone is whole and packed well, thank you very much to the seller",5,10/19/2021
Mobile Phone,"Corresponds to the description, good packing, fast delivery. Thank you seller. Recommend.",5,10/14/2021
Mobile Phone,"Shop I recommend reliable, fast shipping and treatment Honesty and credibility",5,10/15/2021
Mobile Phone,Thank you for the site and thank you for the shop and special thanks to the team,5,10/14/2021
Mobile Phone,Great phone compared to price Thanks Shop shipped quickly I recommend it,5,10/15/2021
Mobile Phone,"Everything corresponds to the description, I recommend!",5,10/14/2021
Mobile Phone,"Very good phone, came up to Kemerovo in 1 weeks, at 70% charged, packed well, cellophane packaging whole, adjusted quickly, respond well",5,10/14/2021
Mobile Phone,"Thank you ❤️ Maganda, sakto sa price 😊",5,11/3/2021
Mobile Phone,Good phone coupled with its price,5,10/18/2021
Mobile Phone,may sira yung item,1,10/30/2021
Mobile Phone,"Ung order kong cp real me c21 pero ang na receive ko ibang cp na,very very disappointed ang dami ko ng na order, pero ngaun napaka cheap na cp ang dumating, sana naman kung ano ung order yun din ibigay niyo,sayang lang ung pera ko...",5,11/7/2021
Mobile Phone,Cellphone ay peke clone sya wag kayo bibili.,1,11/10/2021
Mobile Phone,Expected item vs reality...,2,11/11/2021
Mobile Phone,"The photo effect: good, the picture is very full, very clear and the color is very good. Battery life: long battery life, communication sound quality: the sound is so loud, I like it, the sound is very good, and the music is very textured. Operating speed: very satisfied.",5,11/10/2021
Mobile Phone,"Wow! Ang disenyo ng hitsura ay maganda, ang sukat ay makatwiran, ang balot ay maingat at kumpleto, ang pakiramdam ng kamay ay mabuti, ang pakiramdam ng kamay ay mabuti, ang bilis ng paghahatid ay napakahusay, at ang ugali ng serbisyo sa customer ay napakahusay at napakahusay. At malulutas ang proble",5,11/8/2021
Mobile Phone,Very good. I received the goods in three days. The speed is very fast. The things are very good. They didn't disappoint me. The photos are good,5,11/8/2021
Mobile Phone,ordered this for my mom and super satisfied naman siya dahil ang laki ng screen at mabilis din. thank u seller sa mabilis na pagship at deliver. nakasealed din nang maayos kaya safe talaga ang cp.,5,11/8/2021
Mobile Phone,"super love it, well packed + naka bubble wrap din ☺️ thank you Shopee and kay kuya na nag deliver LEX PH, although matagal yung delivery pero worth the wait 5⭐",5,11/10/2021
Mobile Phone,"Excellent quality,Very accommodating seller,Well packaged,Item shipped immediately,I will order again,More discount to come,Thanks",5,11/10/2021
Mobile Phone,Omygad worth it ang pag titiwala ko. Thank you oppo Hindi nyo binigo tiwala ko. May pa free DITO sim. Thank you po 😘😘,5,11/10/2021
Mobile Phone,Ang kalidad ng produkto ay napakahusay. Ang produkto ay nakabalot nang maayos. Napakabilis ng paghahatid. labis na humanga Tiyak na may isang bagong pagkakataon sa suporta.,5,11/10/2021
Mobile Phone,"Ang ganda ng phone, ang ganda ng kulay. Naghintay ako ng 4 na araw at ngayon natanggap ko ito. Sulit ang paghihintay. Sobrang kinakabahan ako dahil ito ang kauna-unahan kong pag-order ng ganito at hindi ako nabigo. Salamat sa nagbebenta at driver",5,11/8/2021
Mobile Phone,"Thanks seller,  shipped out fast delivery by j&t ,  got it at a discounted price,  thanks shoppee.",5,11/10/2021
Mobile Phone,"""I received the phone with no damage because of its good packaging! Thank you seller ;) I will order again for my brother.legit...",5,11/10/2021
Mobile Phone,It's working. Well wrapped and ang ganda ng quality. The seller didn't let me down. Thank you good quality;))) God bless,5,11/10/2021
Mobile Phone,"I bought this for my niece and she's ecstatic. Worth the money! Clear camera pictures, good sound and nice big screen.",5,11/8/2021
Mobile Phone,"original original original,mahusay na item na nabili na diskwento inirerekumenda ko ito sa lahat na may pagkakataon",5,11/10/2021
Mobile Phone,Low quality ang phone.. maliit masyado storage nakakadismaya.. Parang cherry mobile n gilablelan ng vivo... Loe quality even the camera.. Old style... Madilim.. 😈😈😈😡😡😡,1,11/4/2021
Mobile Phone,"Legit items.. magaan sya gamitin . Thanks sa free voucher shopee, at kay manong delivery man. Will order again",5,11/10/2021
Mobile Phone,"Ang pangkalahatang epekto ng teleponong ito ay mabuti, at mabilis itong tumatakbo. Lalo na gusto ko ang singil na epekto nito. Kailangan kong magyabang tungkol sa aming logistics at magkaroon ng magandang ugali sa lalong madaling panahon.",5,10/30/2021
Mobile Phone,one pieces inorder ko and thanks God walang problem sa unit. salamat po sa legit,5,11/10/2021
Mobile Phone,"Well packed as always, legit na legit. Salamat shopee  rider saka seller po. Will order again as usuall hehehe. God bless keepsafe",5,10/29/2021
Mobile Phone,"Thank u Seller!!!Great and Affordable product...Legit !!!As always, Vivo delivers a quality product at a budget-friendly price.",5,10/30/2021
Mobile Phone,"Received the product in good condition. medyo matagal nga lang. working naman din sya. nagustuhan ni niece ko. I waited for one week bago ko i post tong review ko to make sure na gumagana nga sya. so far, in good condition naman sya.",5,10/25/2021
Mobile Phone,"Legit. Worries I might get a stone or something, but it’s all good. Honest to goodness seller! Lower than mall price pa! Shipped ASAP and packed well!",5,10/25/2021
Mobile Phone,"napakahusay napaka kapaki-pakinabang. Halaga para sa pera. Natanggap ang kumpletong mga accessories, napakahusay, ang makina ay napakaganda, ang packaging ay napakahusay, ang paghahatid ay mabilis, ang serbisyo ay mabuti",5,10/16/2021
Mobile Phone,"Hurray!Completely sealed free Case pa,kaso walang headset pero okay na rin atleast may charger，We'll surely order again..The best ang shop nato!!Legit!!!God bless you po please continue for a good service❤️❤️",5,10/16/2021
Mobile Phone,"Ang bibilhin mo ang kikitain mo. Ito ay tumatakbo nang maayos at ang baterya ay matibay. Ang epekto ng larawan ay napakahusay din. Ang telepono ay may kasamang proteksiyon na takip, at isang proteksiyon na pelikula ay nakakabit din sa harap na screen, na kung saan ay maingat.",5,10/16/2021
Mobile Phone,"Natanggap ko ang courier at binili ko ito sa tindahan na ito. Ang teleponong ito ay may isang malaking screen, kaya't napakadaling ibigay sa aking anak bilang isang regalo. Angkop lamang para magamit ng mga bata. Ginamit bilang isang backup na telepono. Ito ay isang mahusay na karanasan sa pamimili",5,10/16/2021
Mobile Phone,may sira yung item,1,10/12/2021
Mobile Phone,"worth the wait❤️ Legit shop, and the seller is so responsive. the delivery guy is also nice he let me open my order before he go, thanks ninja van. Thank u very much for the freebie ma'am❤️ case & earphone yays",5,10/16/2021
Mobile Phone,"There is no doubt that this is the best phone I have at the moment. Asked the seller to change it to me for black. Smart seller did it. Also thank the seller for giving me the phone case, other gifts",5,10/16/2021
Mobile Phone,"Magaling ito, hindi ako naniniwala na binili ko talaga ang teleponong ito sa isang murang presyo. Napakaswerte ko yata. Salamat sa nagbebenta.",5,10/16/2021
Mobile Phone,"Ang presyo ay angkop, ang pagpapadala ay mabilis, ang mobile phone ay mabuti, ang camera ay malinaw, kahit ang mga camera sa harap at likod, ang mobile phone ay may maraming mga fungsyon, ang memory ay malaki din, ang pakikitungo ay maingat, at ito ay nagkakahalaga ng inirerekomenda",5,10/12/2021
Mobile Phone,"sobrang ganda nya mga bhie, mabilis sya dumating good quality. I should buy here again soon.",5,10/16/2021
Mobile Phone,"Napakagandang produkto, salamat sa pagtawag Masayang-masaya ako at mag-oorder",5,10/16/2021
Mobile Phone,The large screen of the mobile phone is convenient for children to use. The price is very cheap. Value for money. worth buying. The delivery speed is very fast. Buying a mobile phone is a gift. I like to buy mobile phones for children,5,10/12/2021
Mobile Phone,Legit!! Eto na yata pinakamahal kong nabili sa shopee tapos Shopee Pay pa. Lakasan lang ng loob Pang Axie/MyDefiPet ayos na ayos to,5,10/12/2021
Mobile Phone,"legit， thankyou for not disappointing. will still try the phone for a couple of days. thanks, seller. keep up the honesty! God bless.",5,10/12/2021
Mobile Phone,"Legit! 100%. Ang ganda ng phone 1 week ko na siya gamit wala namang issue.ang ganda din ng camera talagang sulit ang bili ko dito, and thank you kay seller naship agad ang product.",5,10/12/2021
Mobile Phone,"Best shop ever, my fear on placing order online was relieved, thank you seller for legit item!! salamat sa money guarantee na hard earn money namin mabuhay kayu!!",5,10/8/2021
Mobile Phone,I received mine yesterday. Thanks for the rider waiting me. Phone is totaly well packed. The phone is good as well. Sa uulitin seller. Thank you. ❤❤❤,5,10/12/2021
Mobile Phone,Nice one. Legit and maganda talaga sya no issue at all. Thanks seller,5,10/12/2021
Mobile Phone,Safely and very well packed. Shipped immediately. Fast arrival of the package. No damages and in good condition. Excellent quality. Seller is very accomodating. Will definitely order again from this seller or store.,5,10/8/2021
Mobile Phone,It look so nice! What in the picture is what I received! The performance is so nice and smooth. The graphics is so good. I'm so happy thanks seller,5,10/12/2021
Mobile Phone,Thank you so much! Well packaged and shipped immediately. Smooth and Hassle free transaction. Thank you seller! Will order again.,5,10/8/2021
Mobile Phone,I just received it today! It was packed well. No damage to the item and box. Will evaluate it first if everything goes to smooth will keep the 5 stars rating. Legit,5,10/8/2021
Mobile Phone,"Maayos ang pagka package. Anyway, working well ang mismong phone. Super happy anak ko. So 5 pa rin.",5,10/8/2021
Mobile Phone,Excellent! Thank you so much❤️,5,11/10/2021
Mobile Phone,"sobrang ganda nya mga bhie, mabilis sya dumating good quality. I should buy here again soon.",5,11/10/2021
Mobile Phone,Thanks Seller. Ganda ng Original phone.,5,10/25/2021
Mobile Phone,Thanks much legit po,5,10/25/2021
Mobile Phone,Thank you seller and sa napakabikis na delivery,5,10/16/2021
Mobile Phone,Ang ganda ganda ganda ganda ganda ganda ganda ganda ganda ganda ganda ganda ganda ganda ganda ganda ganda ganda ganda ganda ganda ganda ganda po,5,10/12/2021
Mobile Phone,Good quality po yung phone ang ganda nagustuhan q sya matagal bago ma full charge pag nag chacharge pero ok lng kasi matagal din sya lowbat good quality din yung camera medyo matagal q nga lng sya natanggap pero ok lng kasi ang mahalaga maganda ang phone at my free pa na Bluetooth earphones,5,11/9/2021
Mobile Phone,"thank you, thank you ng marami andito na yung inorder namin, ayon maganda naman siya nagustuhan naman siya ni mama, kaya thank you ulit :)) ❤️ Philippines never failed me jud❤️ The best talaga ang experience ko sa shop natoooo😁👌❤️  Oorder ako ulit sa susunod na sale👌",5,11/9/2021
Mobile Phone,Maganda sya sabe nang kapitid ko  Hindi ko Lang naggustohan is Yung pag deliver masyadong matagal at saka andaming arti nung riders nag aksaya pa Kami nang Pero para makuha Yung cp tapos Yung ora's hassle masyado Sana next time maging mAyos Yung pag communicate nung mag ddelever SA Bayer🤦,5,11/9/2021
Mobile Phone,The long wait is over. Item jn good condition and well packaged. Seller is proactive in terms to communication. It's just too long to wait but worth waiting naman kaya ayos lang. Maraming Salamat seller. 🥰,5,11/10/2021
Mobile Phone,not worth it,1,11/10/2021
Mobile Phone,"I was hesitant bcoz I'm not familiar with the brand.  Bur a relative gives positive review. Anyways why not, if it's only for online class and games.  I was surprised at the sleek design.  My kids got excited in opening them up.",5,11/2/2021
Mobile Phone,Thank you seller! Dumating na din ung order ko. Sobrang bilis ng shipping. Super legit yung shop na to. Thank you sa discount shopee!!!... Nakapacked ng maayos ung item. Salamat Shopeeeeee......,5,11/9/2021
Mobile Phone,"✓ Excellent quality, 100% working ✓ Well packaged, with box and bubble wrap ✓ 100% Authentic/Original Sana magustuhan ng kapatid ko, gagamitin nya for her online class. Thanks 😊😊",5,11/9/2021
Mobile Phone,Very Fast Delivery. My Order Arrived Properly Packed And Thoroughly Sealed. The Product Quality Is Very Excellent. Thanks A Lot Seller. Five Stars. ⭐⭐⭐⭐⭐,5,11/9/2021
Mobile Phone,not worth it,1,11/10/2021
Mobile Phone,"Received the item in good condition. No defect seen after days of usage. Also well packaged. With freebie, DITO SIM. Thank you seller. Highly recommended 🤜🤛",5,11/9/2021
Mobile Phone,Nice phone. Complete items. Has charger. Headset. Case. And nice color. You give the right color.Yellow. Packaged well. Has bubble wrap..excellent quality. Thumbs up .100% legit po. Buy now!!!,5,11/5/2021
Mobile Phone,The Item is well pack in bubble wrap.. no damage.... i got this with discount...nice cellphone thank u for the freebies.. thank you... thank you...,5,11/2/2021
Mobile Phone,"Super legit..first time ko mg order nang phone online,medyo kabado pero hindi ako nabigo..legit,naka packed nang mabuti ang item at completo..wala naman sira..thank you seller at super thank you sa rider, ang bait at ng explained pa 😊😊 Order ako ulit for sure 👍👍",5,11/1/2021
Mobile Phone,Maraming Salamat ShopEeee!!!!! At sa Seller VivoPhillippines Pasig City Metro Manila 💖💖💖 Recommended Seller Here Legit at Original 👍👍👍 Sa ShopeeXpress at Kay kuya Rider na nagdeliver d2 sakin Maraming Salamat Po 🥰🥰🥰,5,11/9/2021
Mobile Phone,"The mobile was well packaged and its working very fine. its super nice and the camera is good. Ang smooth din ng touch screen , and nakaktuwa ang macro camera😅  Satisfied naman and thank you seller  Keep it up For sure will order again...😁",5,11/10/2021
Mobile Phone,"LEGIT!  Thank you so much! Got my first phone ever! Satisfied buyer here🙋‍♀️ well-packed and very accommodating ang admin. May kasama pang gift na night light, OMG! Perfect ang camera for my product shoot and online class. Smooth, okay pang multi-tasking.❤️ Got this within 2 days lang.",5,11/5/2021
Mobile Phone,Receive the items in good condition and very well-packed with box and bubble wrapped intact sealed.Good job for that one.👍👌The seller is very accomodating and answers all of my questions regarding warranty and etc.Thank you seller and courier J&T Express for the safe delivery.☺😊👌👍🙏❤☺😊👌👍🙏❤☺,5,11/1/2021
Mobile Phone,Anu ba naman ito akala ko tecno hindi naman pala eh parang ito yung mabilis masira eh hystt,5,11/8/2021
Mobile Phone,"Akala ko Tecno spark 6 Go talaga, LEIOA pala,  dismayado ako.. pero ok narin para sa halagang 2k complete set naman... hayyyy... .",5,11/8/2021
Mobile Phone,5 stars  item is good condition well protected well packed thank you seller😍😍😍lahat  nasa 📦👏👏👏 legit seller👏👏👏👏👏,5,10/27/2021
Mobile Phone,"Giving five stars to the staff is very kind, fast delivery and there is a phone call to inform in advance before use, it must look good, it has not been opened, will come over, thank you again ",5,10/27/2021
Mobile Phone,not worth it,1,10/25/2021
Mobile Phone,All good. Ngmit n ng bunso ko. Youtube kids lng dinowload ko ksi un lng alm nya 2yrs old plng.,5,10/25/2021
Mobile Phone,"Thank you soo much! Maganda po yung Cellphone walang gas2, okay po sya, maganda din ang kuha ng camera, complete, at walang damaged! I recommend this shop po para sa gustong bumili ng mura at magandang quality!",5,10/25/2021
Mobile Phone, Good color. I hope my mom likes it ,5,10/27/2021
Mobile Phone,"Maliit lang pala pero okay nmn totoong 256GB sya gumagana sa wifi sana magtagal hehe, atska malabo nga lang camera 😆 ok na den worth it n den ung 2k",5,11/5/2021
Mobile Phone,Sobrang pangit po. Promise. Bugos na seller to. Wag na wag kayong bumili dito sa shop nato. Yong ibang magaganda na rating nila na mababasa nyo. I think bayad sila don. Walang magandang rating dito. Kung merong 0 star. Don nalang sana ako. Walang tatak yong phone,1,11/8/2021
Mobile Phone,smooth siya matagal din malobat nailaro at nakapagdownload narin ako nang mga apps and okay naman ang working niya salamat seller ,5,10/27/2021
Mobile Phone,"Good quality for price, same item as in the picture, correct size and variation. Arrived at reasonable time and packaged well ",5,10/25/2021
Mobile Phone,Successfully received the product from shipping. The product is complete. good. The product is not damaged in any way. The product meets the needs. Very pleasant. Good product. Value for money. Thank you seller po ,5,10/27/2021
Mobile Phone,"Alright, first, the shipping, it arrived at expected date and I was really happy and satisfied with the delivery! Then, delivery guy is really nice and polite! Everything is complete and working!",5,10/26/2021
Mobile Phone,The phone though is really nice and it was worth the wait. Thank you seller for packing it securely. I love it so much. More power!,5,10/27/2021
Mobile Phone,I received the phone with no damage because of its good packaging! Thank you seller ;) I will order again for my brother.,5,10/26/2021
Mobile Phone,not worth it,1,10/27/2021
Mobile Phone,"I super loved it!!!!!!!!!!!! Fast delivery. Mas nauna pa cya sa inorder ko sa ibang store which is may kamahalan din.. this one, is perfect! ",5,10/27/2021
Mobile Phone,Legit toooooo sobrang safe po yung item..Thankyou seller at ang bait po nung nagdeliver hehe will order again soon❤️,5,10/26/2021
Mobile Phone,not worth it,1,10/25/2021
Mobile Phone,"I bought amobile phone! Good value, when I got home, my mother had already signed for me. I can't wait to open it. Everything is ok, and the packaging is good. I am using it normally now and for class. Hope it will last longer! Thank you! ! ",5,10/27/2021
Mobile Phone,"Item arrived safe & sound. The shipping’s length of time was reasonable naman. This is my back up phone, the battery is good. But don’t expect it to be very fast & smooth. Thank you seller! Kudos ",5,10/25/2021
Mobile Phone,"Kudos k seller, super bilis ng shipping, 4 days lg .. receive ko n agad yun item .. so cute pa ng phone..",5,11/4/2021
Mobile Phone,"Ang ganda Po Ng cp tuwang tuwa Po Yung pinagbigyan nmin for her b-day maliit Lang siya pero maganda Naman Po 💕 complete package pa thank you so much po ,I lovvvvvveeeeee itttttttt pooooooo💕 ❤️💕❤️ ",5,10/29/2021
Mobile Phone,⭐️⭐️⭐️⭐️⭐️ Item received in good condition. Well packed.I love the item. It is really useful. The quality is good. It really exceed my expectation. I will order again soon. I am really happy for this transaction. Thank you and God bless! ,5,10/29/2021
Mobile Phone,Super satisfied and we'll packaged Yung item. With label of Fragile pa. Thank you so much seller and courier.  No damage and it is working very well. 😁♥️ ,5,10/29/2021
Mobile Phone,"Shipped yesterday, arrived today. √Phone √Charger working √Earphone Working √Free silicon Case √Manual √Warranty Card √Simcard Ejector",5,10/29/2021
Mobile Phone,"I bought amobile phone! Good value, when I got home, my mother had already signed for me. I can't wait to open it. Everything is ok, and the packaging is good. I am using it normally now and for class. Hope it will last longer! Thank you! ! ",5,10/26/2021
Mobile Phone,Successfully received the product from shipping. The product is complete. good. The product is not damaged in any way. The product meets the needs. Very pleasant. Good product. Value for money. Thank you seller po ,5,10/26/2021
Mobile Phone,"Worth the price, clear camera too. ",5,10/27/2021
Mobile Phone,this is so good conditions so smooth and the camera is so clear so fasting the signal is so fAST i really really love it!! .. and the delivery to me is so nice!! so very fasting !!! thankyou!! to the deliveryman!! ,5,10/27/2021
Mobile Phone,"Satisfied, the price of the mobile phone is very favorable. I highly recommend you to buy it, because the mobile phone is very worthwhile, and I will buy a mobile phone for my wife again , Thank you seller!! ",5,10/27/2021
Mobile Phone,Fast performance. Can use in online class or entertainment. The camera is clear which is good for those who love to take selfies. Specifications in the descriptions are legit! Worth to buy ,5,10/27/2021
Mobile Phone,"I super loved it!!!!!!!!!!!! Fast delivery. Mas nauna pa cya sa inorder ko sa ibang store which is may kamahalan din.. this one, is perfect! ",5,10/26/2021
Mobile Phone,The phone though is really nice and it was worth the wait. Thank you seller for packing it securely. I love it so much. More power!,5,10/26/2021
Mobile Phone,Thank you😍the item was very legit,5,10/26/2021
Mobile Phone,My order arrived less than a day after I placed my order. It was packed securely in a box with bubble wrap . It is working and a nice phone on a budget . ,5,10/27/2021
Mobile Phone,this is so good cellphone ive ever seen.. and easy to use..used it to play a game !! ,5,10/27/2021
Mobile Phone,I received the call and it was better than I expected. ,5,10/26/2021
Mobile Phone,Phone is fine.,5,11/5/2021
Mobile Phone,sobrang log ng phone sayang pera,1,11/11/2021
Mobile Phone,"The appearance design of the mobile phone is perfect, the screen display is clear, especially the operation is very smooth, and the battery is very durable",5,10/13/2021
Mobile Phone,"The first is a beautiful, thin, lightweight device.The colors are beautiful, very impressive.The specification exactly as stated ，Complete equipment with free gifts . Anyone looking for an inexpensive phone, I recommend it.",5,10/13/2021
Mobile Phone,"Battery life: This phone is very good, the market is very cost-effective, the battery is durable and fast, and the camera is almost the best in the phone at the same price. It is the best choice for the family, the seller recommends it, and chooses many.",5,10/13/2021
Mobile Phone,Thank you seller all good i will order again soon for my mum. My son like it so much 😍😍😍😍😍 hopefully next order all good then i will make it for business soon hope u be good partner,5,10/13/2021
Mobile Phone,Thank you seller for the fast delivery and the product is well packed. Product is in good condition.,5,10/13/2021
Mobile Phone,"mahusay ang epekto ng paggamit, ang resolusyon ng screen at buhay ng baterya ay napakahusay din, kasiya-siya.",5,10/13/2021
Mobile Phone,"Camera effect: The camera effect of the three cameras is still pretty good, especially in night mode. Display effect: The screen resolution of the display is also relatively sharp, especially in the case of playing games.",5,10/13/2021
Mobile Phone,"I super loved it!!!!!!!!!!!! Fast delivery. Mas nauna pa cya sa inorder ko sa ibang store which is may kamahalan din.. this one, is perfect!! You get to enjoy discounts pa..Excellent quality. Well-packaged. Nagustuhan ng kapatid ko. ",5,10/11/2021
Mobile Phone,"The appearance and feel of the phone are great, the phone has high resolution, the call sound quality is clear,",5,10/13/2021
Mobile Phone,i love it ang ganda nang camera natural na natural ang ganda din nang camera sa gabi salamat seller okay nmana ang specs salamat seller  ,5,10/11/2021
Mobile Phone,"maganda daw po ang product, safe dumating at akma naman po yung presyo sa phone. Thank you 💖",5,10/13/2021
Mobile Phone,OK nmn ung cp legit 256g hindi nga Lang full screen pwede nrin to mura n s 256g. Tnx seller 👍 👍 👍 👍 👍 👍 ,5,10/11/2021
Mobile Phone,"I received the phone I bought. I really like it. I tried it. It was smooth, easy to use, and fast. ",5,10/11/2021
Mobile Phone,"The mobile phone is very good to use, the seller’s delivery efficiency is very high, the mobile phone pixels are also great, a brand new mobile phone",5,10/11/2021
Mobile Phone,Thank you seller all good i will order again soon for my mum. My son like it so much 😍😍😍😍😍 hopefully next order all good then i will make it for business soon hope u be good partner ,5,10/11/2021
Mobile Phone,The mobile phone is very convenient to use. I really like it. Value for money and first-class technology. Thank the seller ,5,10/11/2021
Mobile Phone,"Ang ganda ng items, sobrang smooth gamitin. Thank you seller.",5,10/13/2021
Mobile Phone,Thank you seller for the fast delivery and the product is well packed. Product is in good condition.,5,10/11/2021
Mobile Phone,"Good quality for price, same item as in the picture, correct size and variation. Arrived at reasonable time and packaged well ",5,10/11/2021
Mobile Phone,"nice phone, very affordable price, functions competitive with expensive brands, i even use it to remote view my cctv camera ",5,10/11/2021
Mobile Phone,This is the 2nd time I ordered from this shop. Really good quality,5,10/13/2021
